x,y,percent
1085.39,224.723,80.5072
1079.8,221.987,80.4227
1074.21,219.233,80.3382
1068.63,216.45,80.2536
1063.08,213.624,80.1691
1057.57,210.715,80.0845
1052.14,207.647,80
1049.52,206.018,80.1695
1046.97,204.306,80.339
1044.47,202.51,80.5085
1042.03,200.63,80.678
1039.66,198.668,80.8475
1037.35,196.628,81.0169
1035.11,194.511,81.1864
1032.95,192.323,81.3559
1030.85,190.065,81.5254
1028.83,187.748,81.6949
1026.85,185.382,81.8644
1024.83,183.055,82.0339
1024.35,185.008,82.2034
1025.01,188.017,82.3729
1025.56,189.894,82.5424
1026.23,191.733,82.7119
1026.97,193.548,82.8814
1027.76,195.34,83.0508
1028.57,197.116,83.2203
1029.41,198.879,83.3898
1030.26,200.636,83.5593
1031.12,202.39,83.7288
1032,204.14,83.8983
1032.88,205.884,84.0678
1033.77,207.624,84.2373
1034.67,209.362,84.4068
1035.57,211.098,84.5763
1036.47,212.833,84.7458
1037.38,214.566,84.9153
1038.29,216.297,85.0847
1039.2,218.028,85.2542
1040.11,219.757,85.4237
1041.02,221.487,85.5932
1041.93,223.218,85.7627
1042.84,224.949,85.9322
1043.75,226.681,86.1017
1044.66,228.413,86.2712
1045.57,230.146,86.4407
1046.48,231.879,86.6102
1047.38,233.612,86.7797
1048.29,235.346,86.9492
1049.19,237.081,87.1186
1050.08,238.817,87.2881
1050.98,240.555,87.4576
1051.86,242.294,87.6271
1052.75,244.035,87.7966
1053.63,245.778,87.9661
1054.51,247.524,88.1356
1055.38,249.273,88.3051
1056.25,251.025,88.4746
1057.11,252.78,88.6441
1057.96,254.539,88.8136
1058.81,256.302,88.9831
1059.65,258.069,89.1525
1060.48,259.841,89.322
1061.31,261.616,89.4915
1062.12,263.396,89.661
1062.92,265.18,89.8305
1063.71,266.969,90
1064.49,268.762,90.1695
1065.25,270.56,90.339
1066,272.366,90.5085
1066.74,274.18,90.678
1067.45,276.001,90.8475
1068.14,277.831,91.0169
1068.81,279.67,91.1864
1069.45,281.517,91.3559
1070.05,283.374,91.5254
1070.62,285.244,91.6949
1071.15,287.127,91.8644
1071.63,289.025,92.0339
1072.03,290.938,92.2034
1072.36,292.867,92.3729
1072.58,294.818,92.5424
1072.65,296.763,92.7119
1072.36,300.109,92.8814
1071.42,303.313,93.0508
1069.71,306.183,93.2203
1067.31,308.519,93.3898
1064.47,310.297,93.5593
1061.4,311.653,93.7288
1058.22,312.726,93.8983
1055,313.637,94.0678
1051.75,314.474,94.2373
1048.5,315.308,94.4068
1045.26,316.203,94.5763
1042.06,317.213,94.7458
1038.93,318.395,94.9153
1035.88,319.801,95.0847
1032.98,321.477,95.2542
1030.27,323.457,95.4237
1027.83,325.747,95.5932
1025.7,328.332,95.7627
1023.91,331.177,95.9322
1021.91,335.288,96.935
1020.23,339.56,97.9379
1018.82,343.927,98.9407
1017.61,348.348,99.9435
1016.54,352.807,100.946
1015.59,357.291,101.949
1014.71,361.792,102.952
1013.9,366.303,103.955
1013.12,370.822,104.958
1012.35,375.343,105.96
1011.59,379.864,106.963
1010.82,384.382,107.966
1010.02,388.896,108.969
1009.18,393.404,109.972
1008.28,397.902,110.975
1007.33,402.385,111.977
1006.29,406.85,112.98
1005.16,411.293,113.983
1003.93,415.708,114.986
1002.57,420.091,115.989
1001.09,424.43,116.992
999.45,428.713,117.994
997.651,432.927,118.997
995.673,437.059,120
994.552,439.165,120.364
993.351,441.239,120.727
992.085,443.277,121.091
990.767,445.277,121.455
989.402,447.246,121.818
987.997,449.186,122.182
986.557,451.101,122.545
985.086,452.991,122.909
983.589,454.859,123.273
982.069,456.708,123.636
980.527,458.538,124
978.968,460.352,124.364
977.391,462.151,124.727
975.799,463.938,125.091
974.193,465.714,125.455
972.575,467.479,125.818
970.946,469.234,126.182
969.308,470.981,126.545
967.663,472.719,126.909
966.01,474.451,127.273
964.351,476.177,127.636
962.688,477.898,128
961.02,479.615,128.364
959.348,481.328,128.727
957.674,483.039,129.091
955.999,484.749,129.455
954.322,486.458,129.818
952.645,488.167,130.182
950.969,489.877,130.545
949.294,491.589,130.909
947.622,493.303,131.273
945.955,495.021,131.636
944.293,496.742,132
942.637,498.469,132.364
940.988,500.202,132.727
939.348,501.945,133.091
937.717,503.697,133.455
936.097,505.462,133.818
934.491,507.239,134.182
932.9,509.032,134.545
931.33,510.84,134.909
929.783,512.667,135.273
928.264,514.515,135.636
926.776,516.388,136
925.325,518.292,136.364
923.92,520.231,136.727
922.571,522.211,137.091
921.294,524.238,137.455
920.109,526.318,137.818
919.044,528.465,138.182
918.144,530.685,138.545
917.478,532.979,138.909
917.144,535.35,139.273
917.285,537.736,139.636
918.026,540,140
922.077,543.585,140
927.235,545.489,140
932.609,546.666,140
938.047,547.449,140
943.527,547.986,140
949.019,548.35,140
954.51,548.587,140
960.008,548.727,140
965.516,548.792,140
971.024,548.797,140
976.528,548.754,140
982.026,548.673,140
987.521,548.562,140
993.015,548.43,140
998.511,548.283,140
1004.01,548.128,140
1009.51,547.972,140
1015.01,547.825,140
1020.51,547.696,140
1026.01,547.598,140
1031.51,547.551,140
1037.01,547.584,140
1042.51,547.752,140
1047.99,548.181,140
1053.35,549.376,140
1053.02,553.459,140
1044.48,558.279,140
1035.5,562.288,140
1026.4,565.997,140
1017.23,569.533,140
1008.02,572.944,140
998.766,576.263,140
989.489,579.504,140
980.191,582.678,140
970.868,585.795,140
961.53,588.857,140
952.178,591.868,140
942.808,594.831,140
933.422,597.746,140
924.023,600.613,140
914.609,603.432,140
905.18,606.202,140
895.737,608.919,140
886.278,611.579,140
876.8,614.179,140
867.303,616.712,140
857.794,619.165,140
848.259,621.528,140
838.687,623.784,140
829.087,625.901,140
819.45,627.83,140
809.764,629.485,140
800.009,630.662,140
794.885,630.993,139.362
789.76,631.138,138.723
784.629,631.07,138.085
779.508,630.758,137.447
774.411,630.164,136.809
769.357,629.239,136.17
764.396,627.929,135.532
759.584,626.173,134.894
754.992,623.897,134.255
750.734,621.039,133.617
746.959,617.574,132.979
743.82,613.527,132.34
741.431,608.994,131.702
739.838,604.118,131.064
739.009,599.061,130.426
738.862,593.935,129.787
739.296,588.823,129.149
740.219,583.783,128.511
741.556,578.824,127.872
743.976,572.469,127.581
746.953,566.348,127.289
750.272,560.407,126.998
753.823,554.611,126.706
757.553,548.924,126.414
761.428,543.326,126.123
765.418,537.811,125.831
769.503,532.373,125.54
773.671,527.003,125.248
777.917,521.692,124.957
782.236,516.431,124.665
786.62,511.224,124.374
791.064,506.068,124.082
795.562,500.963,123.79
800.114,495.909,123.499
804.718,490.904,123.207
809.374,485.948,122.916
814.082,481.042,122.624
818.844,476.185,122.333
823.66,471.381,122.041
828.528,466.636,121.749
833.454,461.95,121.458
838.443,457.327,121.166
843.5,452.772,120.875
848.63,448.295,120.583
853.837,443.911,120.292
859.129,439.638,120
861.962,437.476,119.583
864.868,435.396,119.167
867.832,433.392,118.75
870.844,431.463,118.333
873.895,429.602,117.917
876.984,427.802,117.5
880.104,426.059,117.083
883.253,424.367,116.667
886.427,422.724,116.25
889.623,421.125,115.833
892.839,419.566,115.417
896.072,418.045,115
899.32,416.559,114.583
902.583,415.104,114.167
905.859,413.679,113.75
909.146,412.28,113.333
912.444,410.906,112.917
915.751,409.553,112.5
919.066,408.222,112.083
922.387,406.909,111.667
925.715,405.613,111.25
929.049,404.331,110.833
932.388,403.062,110.417
935.732,401.804,110
939.08,400.554,109.583
942.432,399.312,109.167
945.786,398.075,108.75
949.143,396.841,108.333
952.499,395.608,107.917
955.854,394.376,107.5
959.206,393.141,107.083
962.553,391.901,106.667
965.898,390.653,106.25
969.239,389.393,105.833
972.577,388.117,105.417
975.909,386.821,105
979.234,385.5,104.583
982.546,384.149,104.167
985.84,382.762,103.75
989.112,381.331,103.333
992.357,379.844,102.917
995.57,378.284,102.5
998.739,376.631,102.083
1001.84,374.857,101.667
1004.85,372.921,101.25
1007.7,370.76,100.833
1010.25,368.269,100.417
1012.22,365.298,100
1012.74,361.839,99.8347
1011.38,358.589,99.6694
1009.02,355.945,99.5041
1006.24,353.732,99.3388
1003.25,351.809,99.1736
1000.15,350.084,99.0083
996.968,348.501,98.843
993.735,347.026,98.6777
990.467,345.636,98.5124
987.171,344.314,98.3471
983.85,343.044,98.1818
980.51,341.819,98.0165
977.159,340.631,97.8512
973.799,339.474,97.686
970.434,338.343,97.5207
967.064,337.232,97.3554
963.689,336.135,97.1901
960.31,335.05,97.0248
956.926,333.97,96.8595
953.542,332.894,96.6942
950.157,331.815,96.5289
946.774,330.73,96.3636
943.395,329.633,96.1983
940.024,328.518,96.0331
936.66,327.377,95.8678
933.308,326.197,95.7025
929.977,324.965,95.5372
926.675,323.658,95.3719
923.419,322.234,95.2066
920.255,320.622,95.0413
917.319,318.63,94.876
915.599,315.664,94.7107
920.074,311.979,94.5455
925.878,310.251,94.3802
931.82,309.041,94.2149
937.802,308.081,94.0496
943.809,307.268,93.8843
949.827,306.548,93.719
955.853,305.889,93.5537
961.883,305.269,93.3884
967.914,304.669,93.2231
973.946,304.074,93.0579
979.978,303.469,92.8926
986.003,302.835,92.7273
992.029,302.15,92.562
998.038,301.382,92.3967
1004.03,300.474,92.2314
1009.98,299.313,92.0661
1015.77,297.532,91.9008
1017.73,293.163,91.7355
1013.63,290.751,91.5702
1009.16,289.084,91.405
1004.59,287.69,91.2397
999.977,286.443,91.0744
995.339,285.29,90.9091
990.687,284.203,90.7438
986.026,283.163,90.5785
981.355,282.157,90.4132
976.679,281.177,90.2479
972,280.218,90.0826
967.317,279.273,89.9174
962.63,278.338,89.7521
957.943,277.411,89.5868
953.256,276.488,89.4215
948.57,275.566,89.2562
943.883,274.644,89.0909
939.196,273.718,88.9256
934.511,272.786,88.7603
929.827,271.847,88.595
925.145,270.897,88.4298
920.466,269.935,88.2645
915.789,268.958,88.0992
911.116,267.964,87.9339
906.449,266.948,87.7686
901.788,265.909,87.6033
897.132,264.841,87.438
892.482,263.74,87.2727
887.84,262.601,87.1074
883.213,261.417,86.9421
878.603,260.181,86.7769
874.007,258.88,86.6116
869.43,257.499,86.4463
864.885,256.019,86.281
860.391,254.415,86.1157
855.959,252.638,85.9504
851.629,250.612,85.7851
847.506,248.197,85.6198
843.908,245.076,85.4545
841.286,239.113,85.2893
841.783,232.576,85.124
844.132,226.413,84.9587
847.442,220.704,84.7934
851.314,215.36,84.6281
855.561,210.306,84.4628
860.079,205.492,84.2975
864.806,200.887,84.1322
869.709,196.467,83.9669
874.763,192.221,83.8017
879.957,188.145,83.6364
885.283,184.247,83.4711
890.745,180.54,83.3058
896.354,177.058,83.1405
902.135,173.873,82.9752
908.144,171.144,82.8099
914.497,169.412,82.6446
919.435,170.358,82.4793
923.621,173.223,82.314
927.144,176.898,82.1488
930.231,180.949,81.9835
933.022,185.201,81.8182
935.612,189.583,81.6529
938.055,194.052,81.4876
940.388,198.575,81.3223
942.644,203.138,81.157
944.85,207.726,80.9917
947.031,212.327,80.8264
949.215,216.924,80.6612
951.446,221.502,80.4959
953.794,226.018,80.3306
956.45,230.359,80.1653
960.379,232.941,80
962.888,222.316,80
963.05,211.174,80
962.683,200.036,80
962.023,188.911,80
961.152,177.801,80
960.094,166.704,80
958.824,155.634,80
956.85,144.706,80
954.016,149.518,80
951.759,154.685,80
949.706,159.939,80
947.825,165.257,80
946.106,170.633,80
944.56,176.06,80
943.203,181.532,80
942.057,187.056,80
941.159,192.626,80
940.561,198.235,80
940.334,203.87,80
940.581,209.508,80
941.45,215.08,80
943.142,220.45,80
945.889,225.369,80
949.791,229.412,80
955.234,232.972,80
961.052,235.896,80
967.056,238.407,80
973.175,240.625,80
979.375,242.618,80
985.627,244.429,80
991.92,246.088,80
998.251,247.616,80
1004.61,249.028,80
1010.99,250.333,80
1017.39,251.539,80
1023.8,252.65,80
1030.23,253.672,80
1036.66,254.605,80
1043.12,255.45,80
1049.58,256.205,80
1056.06,256.866,80
1062.55,257.426,80
1069.04,257.877,80
1075.54,258.206,80
1082.05,258.39,80
1088.56,258.4,80
1095.07,258.183,80
1101.56,257.647,80
1104.73,257.192,80
1107.87,256.565,80
1110.97,255.774,80
1114.02,254.826,80
1117.03,253.731,80
1119.99,252.497,80
1122.88,251.134,80
1125.72,249.651,80
1128.5,248.055,80
1131.21,246.357,80
1133.86,244.564,80
1136.45,242.682,80
1138.98,240.717,80
1141.45,238.676,80
1143.85,236.565,80
1146.2,234.388,80
1148.49,232.149,80
1150.72,229.851,80
1152.89,227.499,80
1155,225.1,80
1157.05,222.649,80
1159.05,220.146,80
1160.99,217.591,80
1162.86,214.988,80
1164.66,212.345,80
1166.39,209.651,80
1168.02,206.889,80
1169.49,204.048,80
1170.15,202.823,80
1170.91,201.663,80
1171.75,200.56,80
1172.66,199.505,80
1173.59,198.484,80
1174.54,197.463,80
1175.4,196.37,80
1175.54,195.085,80
1174.34,194.438,80
1172.98,194.161,80
1171.6,194.001,80
1170.21,193.898,80
1168.82,193.828,80
1167.44,193.779,80
1166.05,193.747,80
1164.66,193.725,80
1163.27,193.713,80
1161.88,193.707,80
1160.49,193.707,80
1159.11,193.71,80
1157.72,193.718,80
1156.33,193.728,80
1154.94,193.741,80
1153.55,193.756,80
1152.16,193.773,80
1150.77,193.791,80
1149.39,193.811,80
1148,193.831,80
1146.61,193.852,80
1145.22,193.875,80
1143.83,193.897,80
1142.45,193.921,80
1141.06,193.944,80
1139.68,193.968,80
1138.29,193.993,80
1136.91,194.017,80
1135.52,194.042,80
1134.13,194.067,80
1132.74,194.092,80
1131.34,194.118,80
1127.4,194.192,80
1123.47,194.272,80
1119.53,194.356,80
1115.6,194.443,80
1111.67,194.533,80
1107.73,194.626,80
1103.8,194.721,80
1099.86,194.819,80
1095.93,194.918,80
1091.99,195.02,80
1088.06,195.124,80
1084.13,195.229,80
1080.19,195.336,80
1076.26,195.445,80
1072.33,195.556,80
1068.39,195.668,80
1064.46,195.782,80
1060.52,195.898,80
1056.59,196.015,80
1052.66,196.134,80
1048.72,196.254,80
1044.79,196.376,80
1040.86,196.5,80
1036.92,196.625,80
1032.99,196.751,80
1029.05,196.88,80
1025.12,197.01,80
1021.19,197.141,80
1017.26,197.275,80
1013.32,197.409,80
1009.39,197.546,80
1005.46,197.684,80
1001.53,197.825,80
997.594,197.966,80
993.661,198.11,80
989.728,198.256,80
985.796,198.403,80
981.863,198.553,80
977.931,198.704,80
973.999,198.858,80
970.067,199.013,80
966.135,199.171,80
962.204,199.331,80
958.272,199.493,80
954.34,199.657,80
950.408,199.824,80
946.476,199.994,80
942.544,200.166,80
938.612,200.34,80
934.681,200.518,80
930.751,200.698,80
926.821,200.881,80
922.891,201.068,80
918.96,201.257,80
915.03,201.451,80
911.099,201.647,80
907.168,201.848,80
903.237,202.052,80
899.306,202.261,80
895.377,202.474,80
891.449,202.691,80
887.522,202.914,80
883.594,203.142,80
879.666,203.375,80
875.737,203.615,80
871.808,203.861,80
867.879,204.114,80
863.952,204.375,80
860.028,204.644,80
856.104,204.922,80
852.18,205.21,80
848.256,205.51,80
844.332,205.823,80
840.408,206.15,80
836.487,206.493,80
832.57,206.856,80
828.655,207.242,80
824.74,207.656,80
820.829,208.106,80
816.926,208.602,80
813.031,209.162,80
809.151,209.821,80
805.307,210.662,80
800.406,212.819,80
802.647,216.804,80
807.586,218.993,80
812.712,220.717,80
817.906,222.228,80
823.123,223.607,80
828.372,224.903,80
833.635,226.136,80
838.908,227.323,80
844.19,228.474,80
849.477,229.597,80
854.769,230.7,80
860.065,231.785,80
865.362,232.859,80
870.661,233.925,80
875.962,234.987,80
881.261,236.049,80
886.56,237.115,80
891.859,238.189,80
897.153,239.278,80
902.443,240.389,80
907.726,241.532,80
913,242.722,80
918.247,243.984,80
923.472,245.377,80
928.614,247.059,80
929.478,247.395,80
930.334,247.721,80
931.189,248.04,80
932.049,248.353,80
932.916,248.659,80
933.787,248.954,80
934.66,249.234,80
935.539,249.495,80
936.431,249.724,80
937.336,249.879,80
937.237,249.516,80
936.336,249.315,80
935.437,249.404,80
934.736,249.962,80
934.535,250.847,80
934.655,251.756,80
934.926,252.635,80
935.28,253.484,80
935.686,254.309,80
936.128,255.113,80
936.596,255.9,80
937.087,256.676,80
937.598,257.446,80
938.124,258.208,80
938.662,258.96,80
939.208,259.702,80
939.76,260.434,80
940.318,261.157,80
940.881,261.872,80
941.45,262.582,80
942.025,263.289,80
942.608,263.996,80
943.203,264.706,80
945.428,267.316,80.3704
947.686,269.913,80.7407
949.96,272.495,81.1111
952.246,275.065,81.4815
954.539,277.624,81.8519
956.836,280.175,82.2222
959.138,282.719,82.5926
961.444,285.262,82.963
963.755,287.804,83.3333
966.068,290.345,83.7037
968.382,292.884,84.0741
970.696,295.422,84.4444
973.01,297.961,84.8148
975.325,300.5,85.1852
977.638,303.041,85.5556
979.95,305.582,85.9259
982.26,308.125,86.2963
984.568,310.669,86.6667
986.874,313.215,87.037
989.177,315.765,87.4074
991.478,318.318,87.7778
993.777,320.874,88.1481
996.071,323.433,88.5185
998.362,325.995,88.8889
1000.65,328.561,89.2593
1002.93,331.131,89.6296
1005.21,333.704,90
1007.48,336.281,90.3704
1009.74,338.863,90.7407
1012,341.45,91.1111
1014.25,344.042,91.4815
1016.5,346.639,91.8519
1018.74,349.243,92.2222
1020.97,351.854,92.5926
1023.19,354.471,92.963
1025.41,357.096,93.3333
1027.62,359.729,93.7037
1029.81,362.369,94.0741
1032,365.019,94.4444
1034.18,367.677,94.8148
1036.34,370.345,95.1852
1038.49,373.023,95.5556
1040.63,375.712,95.9259
1042.75,378.414,96.2963
1044.86,381.128,96.6667
1046.95,383.855,97.037
1049.02,386.597,97.4074
1051.07,389.354,97.7778
1053.09,392.129,98.1481
1055.09,394.923,98.5185
1057.06,397.738,98.8889
1059,400.575,99.2593
1060.9,403.442,99.6296
1062.76,406.326,100
1065.01,409.96,100
1067.19,413.62,100
1069.31,417.316,100
1071.35,421.058,100
1073.32,424.843,100
1075.21,428.667,100
1077.02,432.529,100
1078.74,436.43,100
1080.38,440.368,100
1081.93,444.339,100
1083.42,448.338,100
1084.83,452.362,100
1086.18,456.406,100
1087.48,460.467,100
1088.75,464.539,100
1089.99,468.619,100
1091.21,472.704,100
1092.44,476.79,100
1093.67,480.871,100
1094.92,484.945,100
1096.19,489.012,100
1097.49,493.073,100
1098.83,497.125,100
1100.2,501.166,100
1101.62,505.194,100
1103.07,509.204,100
1104.56,513.198,100
1106.09,517.178,100
1107.67,521.143,100
1109.28,525.091,100
1110.92,529.017,100
1112.61,532.941,100
1114.89,538.373,101.19
1117.01,543.874,102.381
1119.02,549.426,103.571
1120.92,555.015,104.762
1122.73,560.629,105.952
1124.47,566.264,107.143
1126.16,571.915,108.333
1127.8,577.578,109.524
1129.43,583.249,110.714
1131.03,588.923,111.905
1132.64,594.599,113.095
1134.24,600.274,114.286
1135.87,605.944,115.476
1137.51,611.609,116.667
1139.19,617.264,117.857
1140.9,622.908,119.048
1142.67,628.537,120.238
1144.48,634.148,121.429
1146.35,639.739,122.619
1148.29,645.308,123.81
1150.3,650.853,125
1152.39,656.371,126.19
1154.56,661.858,127.381
1156.81,667.31,128.571
1159.15,672.723,129.762
1161.59,678.094,130.952
1164.12,683.419,132.143
1166.75,688.694,133.333
1169.49,693.917,134.524
1172.33,699.084,135.714
1175.29,704.19,136.905
1178.35,709.233,138.095
1181.52,714.206,139.286
1184.8,719.106,140.476
1188.19,723.93,141.667
1191.7,728.674,142.857
1195.31,733.334,144.048
1199.03,737.909,145.238
1202.86,742.394,146.429
1206.79,746.785,147.619
1210.83,751.084,148.81
1214.97,755.294,150
1233.3,771.832,150.625
1252.74,787.052,151.25
1272.87,801.366,151.875
1293.44,815.021,152.5
1314.34,828.185,153.125
1335.47,840.979,153.75
1356.76,853.487,154.375
1378.17,865.783,155
1399.66,877.937,155.625
1421.21,890.01,156.25
1442.77,902.06,156.875
1464.3,914.157,157.5
1485.75,926.392,158.125
1507.05,938.893,158.75
1528.06,951.867,159.375
1548.49,965.734,160
1571.28,982.824,159.492
1593.63,1000.47,158.983
1615.48,1018.74,158.475
1636.52,1037.93,157.966
1655.04,1059.49,157.458
1634.97,1062.35,156.949
1619.59,1055.75,156.441
1604.48,1048.54,155.932
1589.5,1041.07,155.424
1574.6,1033.45,154.915
1559.75,1025.73,154.407
1544.94,1017.93,153.898
1530.16,1010.08,153.39
1515.4,1002.19,152.881
1500.66,994.27,152.373
1485.92,986.322,151.864
1471.2,978.356,151.356
1456.49,970.379,150.847
1441.78,962.391,150.339
1427.08,954.397,149.831
1412.37,946.4,149.322
1397.67,938.404,148.814
1382.96,930.412,148.305
1368.25,922.426,147.797
1353.54,914.452,147.288
1338.82,906.492,146.78
1324.08,898.548,146.271
1309.33,890.628,145.763
1294.58,882.741,145.254
1279.81,874.889,144.746
1265,867.077,144.237
1250.15,859.321,143.729
1235.28,851.644,143.22
1220.36,844.065,142.712
1205.36,836.629,142.203
1190.26,829.412,141.695
1179.46,824.454,141.186
1168.62,819.636,140.678
1157.7,814.96,140.169
1146.71,810.457,139.661
1135.64,806.155,139.153
1124.49,802.087,138.644
1113.23,798.296,138.136
1101.88,794.826,137.627
1090.42,791.721,137.119
1078.85,788.998,136.61
1067.22,786.625,136.102
1055.55,784.449,135.593
1043.89,782.21,135.085
1032.3,779.614,134.576
1020.85,776.471,134.068
1018.48,775.763,134.209
1016.11,775.069,134.35
1013.74,774.389,134.492
1011.35,773.721,134.633
1008.97,773.066,134.774
1006.58,772.421,134.915
1004.19,771.786,135.056
1001.8,771.162,135.198
999.401,770.546,135.339
997.002,769.938,135.48
994.601,769.339,135.621
992.199,768.747,135.763
989.795,768.161,135.904
987.389,767.582,136.045
984.983,767.008,136.186
982.577,766.439,136.328
980.171,765.875,136.469
977.765,765.316,136.61
975.358,764.759,136.751
972.949,764.205,136.893
970.539,763.653,137.034
968.128,763.102,137.175
965.715,762.552,137.316
963.301,762.001,137.458
960.887,761.45,137.599
958.473,760.897,137.74
956.062,760.341,137.881
953.653,759.782,138.023
951.246,759.217,138.164
948.839,758.646,138.305
946.434,758.066,138.446
944.033,757.474,138.588
941.635,756.869,138.729
939.242,756.246,138.87
936.853,755.601,139.011
934.476,754.926,139.153
932.112,754.213,139.294
929.764,753.443,139.435
927.439,752.588,139.576
925.17,751.595,139.718
923.057,750.312,139.859
922.026,748.235,140
926.257,746.668,140
930.898,746.265,140
935.548,746.099,140
940.208,746.041,140
944.863,746.044,140
949.518,746.081,140
954.176,746.139,140
958.83,746.206,140
963.486,746.275,140
968.142,746.337,140
972.795,746.388,140
977.447,746.422,140
982.099,746.431,140
986.754,746.411,140
991.413,746.352,140
996.074,746.245,140
1000.73,746.08,140
1005.38,745.84,140
1010.02,745.505,140
1014.66,745.041,140
1019.27,744.402,140
1023.84,743.496,140
1028.29,742.135,140
1032.3,739.825,140
1033.86,735.664,140
1032.03,731.444,139.077
1029.24,727.75,138.154
1026.08,724.36,137.231
1022.73,721.159,136.308
1019.26,718.092,135.385
1015.71,715.123,134.462
1012.09,712.225,133.538
1008.43,709.386,132.615
1004.73,706.599,131.692
1001,703.854,130.769
997.251,701.144,129.846
993.479,698.462,128.923
989.687,695.801,128
985.88,693.161,127.077
982.062,690.539,126.154
978.235,687.933,125.231
974.399,685.339,124.308
970.555,682.756,123.385
966.706,680.181,122.462
962.853,677.613,121.538
958.996,675.05,120.615
955.137,672.491,119.692
951.276,669.932,118.769
947.415,667.374,117.846
943.554,664.813,116.923
939.696,662.248,116
935.843,659.679,115.077
931.996,657.102,114.154
928.156,654.514,113.231
924.323,651.912,112.308
920.502,649.293,111.385
916.699,646.654,110.462
912.913,643.988,109.538
909.149,641.286,108.615
905.416,638.54,107.692
901.73,635.738,106.769
897.852,632.951,106.536
893.802,630.397,106.302
889.64,628.039,106.069
885.394,625.836,105.836
881.087,623.76,105.602
876.733,621.787,105.369
872.341,619.896,105.135
867.92,618.071,104.902
863.479,616.299,104.668
859.022,614.566,104.435
854.554,612.861,104.202
850.08,611.17,103.968
845.605,609.484,103.735
841.134,607.79,103.501
836.671,606.073,103.268
832.221,604.317,103.034
827.796,602.505,102.801
823.407,600.611,102.568
819.067,598.599,102.334
814.807,596.423,102.101
810.68,594.009,101.867
806.789,591.233,101.634
803.39,587.881,101.401
801.193,583.674,101.167
801.419,578.972,100.934
803.81,574.855,100.7
807.187,571.474,100.467
811.001,568.587,100.233
815.041,566.03,100
821.16,562.789,99.661
827.467,559.925,99.322
833.873,557.295,98.9831
840.344,554.828,98.6441
846.861,552.481,98.3051
853.411,550.229,97.9661
859.984,548.053,97.6271
866.581,545.94,97.2881
873.195,543.879,96.9492
879.82,541.864,96.6102
886.457,539.889,96.2712
893.104,537.947,95.9322
899.762,536.035,95.5932
906.428,534.151,95.2542
913.098,532.29,94.9153
919.775,530.452,94.5763
926.457,528.632,94.2373
933.145,526.83,93.8983
939.839,525.043,93.5593
946.535,523.272,93.2203
953.234,521.513,92.8814
959.935,519.767,92.5424
966.638,518.032,92.2034
973.344,516.306,91.8644
980.054,514.589,91.5254
986.766,512.881,91.1864
993.48,511.179,90.8475
1000.2,509.484,90.5085
1006.91,507.795,90.1695
1013.63,506.111,89.8305
1020.35,504.432,89.4915
1027.07,502.756,89.1525
1033.79,501.083,88.8136
1040.51,499.413,88.4746
1047.23,497.745,88.1356
1053.95,496.078,87.7966
1060.68,494.411,87.4576
1067.4,492.745,87.1186
1074.12,491.077,86.7797
1080.84,489.408,86.4407
1087.56,487.736,86.1017
1094.28,486.061,85.7627
1101,484.382,85.4237
1107.72,482.698,85.0847
1114.44,481.008,84.7458
1121.15,479.31,84.4068
1127.86,477.604,84.0678
1134.57,475.887,83.7288
1141.28,474.158,83.3898
1147.98,472.415,83.0508
1154.68,470.654,82.7119
1161.38,468.874,82.3729
1168.06,467.07,82.0339
1174.74,465.237,81.6949
1181.41,463.369,81.3559
1188.07,461.456,81.0169
1194.71,459.488,80.678
1201.32,457.444,80.339
1207.91,455.294,80
1210.03,454.568,80.0694
1212.14,453.833,80.1389
1214.23,453.085,80.2083
1216.33,452.321,80.2778
1218.42,451.539,80.3472
1220.5,450.74,80.4167
1222.57,449.922,80.4861
1224.63,449.082,80.5556
1226.69,448.22,80.625
1228.74,447.331,80.6944
1230.78,446.415,80.7639
1232.81,445.469,80.8333
1234.82,444.491,80.9028
1236.81,443.478,80.9722
1238.78,442.427,81.0417
1240.72,441.331,81.1111
1242.64,440.184,81.1806
1244.52,438.981,81.25
1246.36,437.712,81.3194
1248.14,436.369,81.3889
1249.85,434.94,81.4583
1251.48,433.409,81.5278
1252.99,431.761,81.5972
1254.34,429.986,81.6667
1255.48,428.076,81.7361
1256.38,426.032,81.8056
1256.99,423.887,81.875
1257.36,421.686,81.9444
1257.64,419.471,82.0139
1258.18,417.312,82.0833
1259.48,415.524,82.1528
1261.39,414.382,82.2222
1263.51,413.692,82.2917
1265.7,413.245,82.3611
1267.91,412.941,82.4306
1273.64,412.835,82.5
1279.34,413.297,82.5694
1285.02,414.035,82.6389
1290.68,414.948,82.7083
1296.31,415.981,82.7778
1301.92,417.108,82.8472
1307.53,418.312,82.9167
1313.12,419.581,82.9861
1318.69,420.904,83.0556
1324.25,422.278,83.125
1329.79,423.699,83.1944
1335.33,425.166,83.2639
1340.85,426.678,83.3333
1346.37,428.237,83.4028
1351.86,429.846,83.4722
1357.34,431.512,83.5417
1362.8,433.252,83.6111
1368.22,435.098,83.6806
1373.57,437.156,83.75
1374.53,439.323,83.8194
1368.84,438.632,83.8889
1363.2,437.647,83.9583
1346.38,434.872,84.0278
1329.51,432.369,84.0972
1312.64,429.945,84.1667
1295.75,427.542,84.2361
1278.88,425.136,84.3056
1262,422.707,84.375
